Timestamp,index,Weight,mice,count
2023-05-23 13:30:13.130,459328,17015803217322121651001161561870,a,1
2023-05-23 13:30:15.150,459351,17015803217322121651001161561870,a,1
2023-05-23 13:30:17.170,459378,17015803217322121651001161561870,a,1
2023-05-23 13:30:23.230,459439,17015803217322121651001161561870,a,1
2023-05-23 18:17:26.260,630874,17015803217322121651001161561870,a,1
2023-05-23 18:17:31.310,630931,17015803217322121651001161561870,a,1
2023-05-23 18:22:06.060,633670,1701580321732212165102255211870,d,1
2023-05-23 18:22:40.400,634013,1701580321732212165102255211870,d,1
2023-05-23 18:22:46.460,634072,1701580321732212165102255211870,d,1
2023-05-23 18:22:51.510,634127,1701580321732212165102255211870,d,1
2023-05-23 18:25:17.170,635584,1701580321732212165102255211870,d,1
2023-05-23 18:25:18.180,635599,1701580321732212165102255211870,d,1
2023-05-23 18:26:08.080,636094,1701580321732212165102255211870,d,1
2023-05-23 18:26:10.100,636119,1701580321732212165102255211870,d,1
2023-05-23 18:31:28.280,639292,1701580321732212165102255211870,d,1
2023-05-23 18:31:29.290,639307,1701580321732212165102255211870,d,1
2023-05-23 18:32:52.520,640134,1701580321732212165102255211870,d,1
2023-05-23 18:32:54.540,640153,1701580321732212165102255211870,d,1
2023-05-23 18:46:09.090,648072,17015803217322121651001161561870,a,1
2023-05-23 18:46:14.140,648127,17015803217322121651001161561870,a,1
2023-05-23 18:52:33.330,651900,1701580321732212165102255211870,d,1
2023-05-23 18:52:34.340,651921,1701580321732212165102255211870,d,1
2023-05-23 18:56:27.270,654244,1701580321732212165102255211870,d,1
2023-05-23 18:56:29.290,654259,1701580321732212165102255211870,d,1
2023-05-23 19:01:26.260,657220,1701580321732212165102255211870,d,1
2023-05-23 19:01:27.270,657241,1701580321732212165102255211870,d,1
2023-05-23 19:02:20.200,657768,1701580321732212165102255211870,d,1
2023-05-23 19:02:22.220,657797,1701580321732212165102255211870,d,1
2023-05-23 19:04:17.170,658946,17015803217322121651001161561870,a,1
2023-05-23 19:04:19.190,658967,17015803217322121651001161561870,a,1
2023-05-23 19:04:23.230,659012,17015803217322121651001161561870,a,1
2023-05-23 19:07:14.140,660719,17015803217322121651001161561870,a,1
2023-05-23 19:07:20.200,660774,17015803217322121651001161561870,a,1
2023-05-23 19:07:23.230,660807,17015803217322121651001161561870,a,1
2023-05-23 19:07:24.240,660824,17015803217322121651001161561870,a,1
2023-05-23 19:07:25.250,660835,17015803217322121651001161561870,a,1
2023-05-23 19:13:41.410,664582,1701580321732212165102255211870,d,1
2023-05-23 19:13:42.420,664595,1701580321732212165102255211870,d,1
2023-05-23 19:14:37.370,665150,17015803217322121651001161561870,a,1
2023-05-23 19:14:39.390,665169,17015803217322121651001161561870,a,1
2023-05-23 19:15:08.080,665466,1701580321732212165102255211870,d,1
2023-05-23 19:15:09.090,665475,1701580321732212165102255211870,d,1
2023-05-23 19:16:57.570,666556,17015803217322121651001161561870,a,1
